POS,class
"CD IN DT NN POS NNS JJS VBP . SYM : CC RB , VBZ VBN ( ) `` JJ VBG NNP # PRP VBD $",xlm
"DT NN MD VB VBG IN JJR NNS . SYM : UH , NNP ( ) JJ VBD VBP VBZ VBN RB CC",xlm
"VB NNS MD RB VBN IN DT NN CC JJ PRP VBD TO WRB . : , CD VBZ VBP VBG RP RBR WP POS JJR EX",xlm
"JJ NN WP VBD IN CC NNS , DT : VB `` CD . UH NNP RB VBZ # ) ( $ POS VBG FW TO VBP PRP VBN RBR WRB RP PRP$ MD EX WDT",xlm
"MD VB NN VBD DT . CC JJ RB `` NNP : UH , IN PRP WDT VBZ VBP VBN NNS VBG TO PRP$ RBR JJS EX JJR ) ( CD WRB WP RP",xlm
"JJ NNS CC VB NN VBN IN CD , : . DT RB NNP PRP VBP PRP$ VBD VBG MD WP TO UH EX VBZ JJR WRB WP$ WDT RBR RP FW",xlm
"NN POS '' : JJ NNS TO VB IN CC , VBP FW . SYM `` RP VBZ NNP ) ( VBD MD # $ CD DT RB VBG VBN WRB JJR PRP WP UH PRP$ RBR JJS",xlm
"DT NN VBZ JJ IN NNS , : CD . $ CC JJR ( ) RB FW SYM `` VB NNP VBD PRP VBG TO VBP # RP WRB VBN RBR PRP$",xlm
"JJ NN NNS TO VB , CD : CC . # $ NNP VBZ ( ) IN `` '' DT RB EX POS MD VBG VBD WRB PRP RP VBN VBP FW WP JJS",xlm
"DT NN VBD POS NNS IN JJS CD RBR JJ , VB VBZ : CC NNP RB FW `` ( ) PRP VBP $ . # VBN WRB VBG TO EX PRP$ WP",xlm
"DT JJ NN VBD TO VB . CC : RB , NNS IN VBP VBN VBZ PRP WRB EX PRP$ RP WP VBG WDT UH JJR RBR ) (",xlm
"IN JJR CD NNS , VBP POS JJ VBZ RB : NN . TO VB NNP CC ( ) `` VBG # VBD VBN '' RBR DT PRP",xlm
"NN CD : SYM , ( ) . VBZ NNP CC JJ IN $ # `` FW RB UH '' MD VBG DT PRP VBP WRB WP RP RBR JJR NNS VBN WDT VBD VB TO JJS",xlm
"NN CD JJ ( ) CC `` PRP VBD POS , UH DT : . RB IN VBG TO VB NNS FW VBN WRB VBP MD RBR NNP PRP$ VBZ RP WP",xlm
"DT JJ NN IN NNS RB VBD , CC VBZ VBN PRP VBP VB WP WRB PRP$ EX TO VBG JJR RBR JJS FW : `` . RP CD",xlm
"NNS VBP IN NN CC VB DT JJ . NNP VBD CD : TO # $ ( ) `` VBZ , VBG RB PRP RP WRB WP JJR RBR",xlm
"VBN NNS CC VBG NN : DT POS JJ VBD CD . $ NNP # ) ( , `` TO IN RB VBZ WRB PRP VBP RP VB WP JJR",xlm
"VBN JJ NN NNS VBZ RP IN , : VBP CC PRP DT VBG POS TO PRP$ RB VB WRB . CD VBD UH RBR PDT EX WP",xlm
"DT NN VBZ RP VBG IN JJ $ CD CC : . NNS TO VB RB , VBN VBD UH WRB VBP ( ) `` # RBR PRP PRP$",xlm
"DT JJ NN VBZ IN POS CC RB , . : VB NNP WRB PRP VBG VBD JJR VBN CD # $ ( ) `` WP TO WDT NNS VBP RBR UH PRP$ JJS RP",xlm
"WRB JJ VBD IN NN NNP : CD , CC NNS `` VBP . POS VBZ VBG PRP ( ) VBN RP RB EX WP PRP$ DT RBR PDT MD VB JJR WDT TO JJS",xlm
"NN POS JJ NNS MD VB PRP RB . SYM : IN `` , CC JJR DT ) ( CD $ NNP VBP # VBZ TO VBG RP WP PRP$",xlm
"DT NNS VBN TO VB IN CC , NN : EX VBP RB . ) ( `` JJ NNP VBD CD $ # VBZ JJS VBG",xlm
"NN TO NNS : MD VB IN PRP$ . CD ( ) `` , CC DT VBZ VBP JJ NNP $ # RB FW VBN VBD '' UH VBG PRP RP",xlm
"JJ NNS VBP VBG NN IN CC NNP : `` POS , . WRB VBN RB ) ( # CD $ VBZ DT FW JJR VBD RBR RP PRP JJS VB",xlm
"JJ NN : POS MD VB TO IN PRP DT RB CC '' SYM NNP `` . ) ( CD , VBP UH VBZ VBG JJS WRB RBR NNS JJR PRP$ VBN WP VBD RP",xlm
"NN : CC CD NNS VBN IN RB , VBZ FW JJ . ) ( NNP VBD $ `` # VB DT SYM PRP RP VBP EX VBG PRP$ WRB WP TO ''",xlm
"NN VBZ PRP VBD VBN TO VB JJ IN POS `` : NNS CC , DT CD $ # NNP ( ) . VBP FW VBG",xlm
"NN NNS : JJ CD IN VBN CC , RB TO . VB VBD DT NNP MD UH PRP$ WP WRB VBZ VBG PRP RBR EX VBP '' JJS )",xlm
"NN VBZ RB IN , JJ `` POS : NNS CC VBP VBG . PRP NNP # CD ( ) $ VBD TO VB VBN DT",xlm
"NNS VBP VBG RP PRP$ NN , CC DT JJ IN VBZ WP PRP TO RB UH VB POS : MD EX VBN RBR WRB VBD . `` ) (",xlm
"IN DT NN POS VBZ JJ TO CC `` : NNP , FW NNS CD . VBD VBN WRB RB ( ) # $ '' VBP PRP PRP$ EX VBG VB UH WP WDT RBR JJS RP JJR",xlm
"NN POS VBZ WRB DT JJ VBG IN NNS CC , SYM : PRP VBD CD VBP NNP . VB # $ ( ) RB `` VBN RP JJR UH PRP$ RBR JJS WP WDT EX RBS TO",xlm
"DT NN VBZ RB JJR IN PRP VBP CC WP VBD CD : UH , JJ . NNP TO NNS VBG WDT ( ) # $ MD VB `` FW",xlm
"NNS VBP VBG DT POS , CC NN RB JJ IN PRP VBD VBN JJR RBR VBZ VB EX MD WRB PRP$ WP TO WDT JJS : NNP . ) ( RP FW CD",xlm
"VB DT NN IN PDT JJR RB CC JJ NNS PRP , TO VBD CD VBZ WDT WP VBP VBN VBG WRB ( ) SYM : `` . # $ NNP UH PRP$ RP FW RBR",xlm
"VBG IN DT JJ NN CD : VBD NNP NNS VBP ( ) . LS RB MD VB $ VBZ CC , WRB TO PRP POS PRP$ WDT JJR RBR VBN EX RP UH WP",xlm
"JJ NN : WRB PRP$ VBZ VBG POS DT , CC RB VBN PRP TO . NNS VBP IN MD VB `` ) ( NNP VBD CD # $ EX WP WDT JJS RP",xlm
"WRB DT JJ NNS , RB MD PRP VBP IN VBD VBG TO VB : CC WP . NN VBZ ( ) RP RBR FW NNP CD # `` $ SYM",xlm
"DT JJ NN CC IN PRP VBG VBN TO , NNP POS CD VBZ NNS RB RP WRB WP VBP RBR JJR VB . VBD UH : MD JJS",xlm
"JJ NN : CD NNS TO VB , IN DT CC ( ) VBZ . NNP # $ `` VBP SYM RB VBD PRP VBG PRP$ JJR WRB WDT WP VBN RBR",xlm
"WRB TO VB DT JJ NN IN CC CD : VBZ . VBG RB VBN VBD NNS VBP ( ) $ `` PRP$ , PRP NNP WP",xlm
"IN CD , PRP$ NN TO VB NNS VBZ RB VBN . JJ `` : CC DT NNP RBR VBG ) ( VBD # $ POS VBP RP PRP JJS JJR",xlm
"VBN RP CC VBG TO VB , NNS VBP DT JJ NN IN : VBZ VBD PRP WP WRB . ( ) CD RB WP$ WDT PRP$ EX FW JJS JJR NNP",xlm
"NN VBZ NNS '' TO , VB UH PRP$ JJ DT VBD CC IN RB VBP VBG EX RBR VBN WP . WRB PRP MD : JJR CD RP",xlm
"PRP VBZ RB JJ NN TO VB NNS CC VBG VBP IN : , . `` POS NNP # CD $ ( ) DT VBN WRB RBS RBR VBD JJR MD WP PRP$ RP JJS",xlm
"PRP VB PRP$ JJ NN TO NNS IN WP VBP DT , CC RB . : VBZ VBG RP VBD CD VBN WRB JJR MD",xlm
"JJ NN VBZ NNS VBP IN DT CC VB , UH PRP$ . PRP RB VBG VBN EX `` VBD JJR RBR TO WRB : WP RP ( )",xlm
CD NNS . VBG CC DT NN VBD IN VBZ : NNP JJ $ # VBN POS VBP ) ( RB PRP JJR JJS,xlm
"NN , VBG CC VBD IN POS `` JJ NNS : TO VB NNP ( ) . VBZ CD $ # VBP DT RB VBN WDT PRP RBR WRB EX UH PRP$ WP RP",xlm
"PRP$ NN VBD VBN IN DT CD CC RB VBZ WRB JJ VBP , PRP VB EX WDT RP VBG RBR NNS WP TO MD . : ( ) JJS",xlm
"RB VBN IN NN , CC VB `` NNP POS : CD JJ WRB ( ) VBP $ DT VBZ NNS . VBD RP VBG RBR TO FW",xlm
"WRB JJ NN CC NNS MD VB PRP$ , VBP PRP IN POS `` : CD VBG VBD JJR UH DT RB VBN WP . VBZ PDT RP",xlm
"VBG DT JJ NNS IN CC NN TO VB RB CD VBN , VBD : NNP . # $ ( ) `` POS JJS VBP VBZ JJR PRP$ RP RBR EX PRP WRB",xlm
"DT JJ NN NNP , CC NNS IN PRP VB : # CD VBP VBG VBD VBZ RB EX JJR VBN RP WRB WP PRP$ TO RBR",xlm
"JJ NN POS IN DT RB NNP : CC , . CD NNS JJR RBR VBN ) ( TO VBP UH PRP PRP$ VBZ EX WRB VB WDT VBD WP VBG JJS FW RP RBS",xlm
"VBN NNS , DT IN NN CD : JJ . CC RB # $ NNP ( ) VBP MD `` VB VBZ TO VBD FW POS WRB VBG PRP JJR PRP$ JJS RP RBS",xlm
"DT NN POS : VBG IN CC RB EX VBZ , WRB VBN UH PRP$ . JJ VBP NNP VBD NNS CD JJR RP",xlm
"WRB PRP VBP PRP$ NN VBD RB VBN CC IN VB , UH : EX VBZ VBG JJR TO DT JJ RP NNS RBR JJS RBS WDT WP",xlm
"VBG DT JJ NN IN : CD . , NNS CC RB $ JJR ) ( NNP VBD VBP `` POS # UH VBZ WP RP VB PRP$ VBN TO WRB RBR PRP MD WDT '' RBS FW",xlm
"WRB NN CC VB JJ , ) ( NNP : CD . NNS IN RB TO FW VBP VBN VBZ DT PRP VBD VBG `` # $ POS RBR WDT MD RP WP JJR PRP$",xlm
"DT CD NNS VBP JJ : VB `` . NN CC RB , VBZ ) ( IN # NNP $ MD VBD TO VBN VBG WRB PRP RBR JJR PRP$ EX WP RP '' WDT POS JJS",xlm
"VBG WRB DT NN MD VB RB JJ CC VBD , IN PDT NNS : `` . ) ( NNP FW VBN CD $ POS '' VBP PRP VBZ PRP$ JJR WP EX RP TO",xlm
"IN NN TO VB : DT JJ `` NNP # . CC $ CD ( ) VBZ RB , POS PRP MD VBP VBN VBD VBG RP NNS WRB WP PRP$ JJR WDT JJS EX",xlm
"NN IN POS , DT VBZ TO VB NNS VBD CC VBN PRP RP PRP$ VBG RB WP VBP MD WRB JJ WDT RBR UH : `` ( ) . $ CD NNP # FW",xlm
"DT NN IN NNP POS JJ : , VBG . VB RP NNS CC JJR WRB RB PRP VBP ) ( CD `` $ # TO VBN VBD VBZ FW EX RBR UH WP",xlm
"VBN JJ NN VBZ RB DT IN CD , CC . VBG NNS VBP WDT : NNP ) ( PRP JJR VB WRB PRP$ POS VBD JJS WP TO",xlm
"WRB JJ NNS VBP IN NN '' SYM : `` NNP , CC VB RB . VBZ PRP VBG EX VBN DT VBD TO CD RBR ( JJS ) WP RP",xlm
"VB JJ IN DT RBR CC VBD '' NN TO , ( ) . `` : NNP RB RP WP WRB MD VBP # CD $ VBZ NNS JJS VBG PRP$ PRP",xlm
"DT JJ NN VBD , RB IN PRP TO VB CC WDT NNS VBZ UH PRP$ VBG EX RBR JJR WP VBP NNP . : WRB ( ) JJS '' RP",xlm
"WRB NNS VBP NN , PRP JJ `` VBD CC RB IN CD : '' VBZ . UH SYM DT VBN RBR VB FW VBG ( ) NNP TO JJS RP PRP$",xlm
"NNS VBP RB VB JJ POS NN . , CC SYM : IN CD NNP VBZ DT WRB VBN TO PRP `` ) ( VBG MD WP VBD PRP$ JJR RP WDT RBR",xlm
"DT JJ NN CC MD VB PRP IN VBP RB VBN TO CD , VBG NNS : RP PRP$ VBD EX VBZ JJR ) ( WRB WP WDT RBR JJS",xlm
"CD IN DT RBS JJ NN , CC PRP VBD . : NNP RB VBG NNS VBP VBZ PRP$ VBN JJR JJS VB TO POS",xlm
"NN NNS VBP IN TO CC DT PRP VBD WP JJ , RB JJR : PRP$ EX VBG VBZ VB VBN JJS )",xlm
"NN NNS CC PRP$ , CD : RB JJ TO VB IN PRP RBR JJR VBP VBG WRB . DT VBZ NNP VBD VBN JJS FW",xlm
"JJ NNS IN DT NN CC VB PRP VBD UH , PRP$ VBP RB JJR VBZ TO MD EX RBR WP RP : NNP CD . ) ( VBN VBG",xlm
"DT JJ NNS VBG NN TO VB CC , RB VBN : . IN NNP VBZ VBP PRP PRP$ VBD CD WP WRB JJR RBR RP JJS",xlm
"NNS IN VBP PRP$ CC DT JJR , PRP NN WDT RB JJ VB VBZ VBN VBD WRB VBG RBR CD MD TO . RP `` WP JJS : FW ( ) EX",xlm
"RB IN DT JJ NN VBG NNS POS , CC FW JJR EX VBZ : CD . ) ( NNP # $ VBD `` TO WRB VBN PRP$ RBR PRP VBP VB JJS WP WDT RP RBS",xlm
"VBG IN DT JJ POS NN NNS CC PRP$ , : CD . `` TO ( ) VBN RB NNP VBD WRB VBP EX VBZ VB RBR RP JJR",xlm
"VBG DT NN TO VB POS JJ , `` CC RB PRP VBZ : ( ) NNP NNS . CD IN $ VBD '' VBP # JJS WRB PRP$ VBN WP MD WDT EX JJR RBR RP",xlm
"NNS JJ NN IN CC DT `` . '' : PRP VBP , CD ( ) NNP VBD $ JJR VBG RB VBZ JJS TO POS RBR WDT VB VBN MD WP WRB # PRP$ RP NNPS",xlm
"NNS VBD IN NN CC DT , RB UH TO CD : ) ( VBP WP PRP . VBZ JJ NNP VBG EX VBN RBR VB JJR RP WRB PRP$ WDT",xlm
"DT JJ NN IN VBN CC NNS , RB : . EX RBR JJR VB RP UH PRP$ PRP WRB VBP ) ( # CD VBG `` VBD VBZ WDT WP NNP TO",xlm
"NNS : JJ NN VBN IN TO POS , RB CC VBD VBG ( ) VBZ RBR WRB PRP VB DT VBP RP CD UH JJS WP NNP",xlm
"NNS VBP NN , IN JJ : CC CD VBG VBZ . DT RB VBN JJR NNP `` ) ( TO # $ VBD POS FW PRP WDT RP MD",xlm
"NN VBZ CD NNS VBP JJ CC RB VBG IN DT , VB PRP POS WP . WRB : TO WDT VBD JJS VBN RP PRP$ JJR RBR ) ( ``",xlm
"JJ NNS VBP VBG IN CC DT NN POS JJS , . : CD $ ( ) `` VBD RB VBN PRP$ PRP VBZ JJR VB EX WP WRB TO WDT MD RP",xlm
"VBN NNS VBP TO VB , IN NN : CC . JJ RB RP PRP VBZ $ CD VBD FW VBG JJR DT WRB WP JJS",xlm
"PRP VBZ RB IN : NNS VBG NN DT TO , CC VBP . CD ) ( JJ NNP # $ `` FW VBD MD VB",xlm
"NNS VBD VBG $ CD DT , JJ `` NN NNP : CC IN # ( ) VB RB . JJR VBZ '' WP PRP VBP WRB EX PRP$ VBN RP",xlm
"NN VBG NNS VBN IN JJ , CC DT : CD TO VB JJS . # NNP `` POS $ ( ) VBP MD PRP VBZ RB PRP$ JJR VBD FW EX WDT WRB RP RBS WP",xlm
"NNS VBP PRP RP CC VB DT IN , FW . ) VBD CD : ( NN RB JJ VBG RBR JJR VBN TO VBZ WP MD WRB",xlm
"RB NN NNS PRP IN : DT , VBN CC . CD ) ( VBD JJ VBZ `` NNP TO VB JJR VBP WP WRB EX RP JJS PRP$ VBG",xlm
"DT NN IN JJ , CC VBD : RB RBR TO VB RP VBG CD VBP WRB WDT WP . ) ( NNS EX PRP # NNP PRP$ VBZ",xlm
"CD : JJ NN IN VBG NNS . NNP ) VBD DT VBP SYM ( , CC `` VB # RB PRP$ PRP WP VBZ RP WRB VBN TO MD JJS RBS RBR $ WDT FW",xlm
"JJ NNS : VBP IN NN `` . , CC DT NNP $ CD # ( ) '' RB JJR FW SYM POS MD VB VBN VBD PRP VBZ VBG WP EX PRP$ TO",xlm
"DT JJ VBG NN IN . CC CD : , TO PRP ) RB ( POS NNS NNP VBP VBN RP VBD `` MD WP WDT VB",xlm
"JJS NN POS JJ : WRB DT NNS VBN IN . CC VBD VBZ RB $ CD , JJR `` FW VB RP ) NNP ( VBP TO # VBG WP WDT MD PRP '' RBS EX UH",xlm
"NN : JJ NNS VBP VBN IN . , CC RB VBZ DT VBD TO ( ) `` NNP POS FW # CD $ MD VB SYM JJR VBG PRP JJS WRB RBR RP WP",xlm
"VBG NN NNS VBP , CC RB VB RBR . CD : IN TO ( ) JJ PRP WDT WRB # FW VBD DT VBZ RP NNP PRP$ JJS VBN PDT WP",xlm
"DT NN IN JJ , `` CC RB VBD PRP VBZ : CD . $ ) NNP ( # NNS VBP VBG MD VB UH VBN RBR PRP$ JJS TO WRB JJR WP WDT",xlm
"DT NN NNS , CC VBP VBG JJ . IN WP UH : RB CD ) `` NNP VBN ( VB # $ VBD VBZ JJS RBR PRP TO JJR PRP$",xlm
"NN VB JJ NNS IN DT `` CC NNP SYM : TO ( ) , FW . VBD CD VBZ '' POS $ VBG WP VBN RB JJR PRP WRB RBR MD RP VBP JJS PRP$ WDT",xlm
"NN NNS IN , CC VB `` JJ CD : $ NNP VBP VBD DT TO RB ( ) VBN . VBZ WRB MD PRP VBG JJR RP",xlm
"NN VB VBN IN DT . JJ , NNS CC : CD ( ) TO NNP VBD RB VBG POS VBP WRB EX VBZ PRP WP RP RBR JJR",xlm
"NN : EX VBZ IN DT NNS CC JJ VBP CD . `` , PDT TO RBS RB VBG PRP JJR PRP$ VBN VB VBD WRB JJS RP",xlm
"DT NN IN JJ VBN , CC RB VBG NNS `` CD ) : $ ( NNP VBD '' FW . # VB VBZ TO PRP VBP MD RBR WRB WDT",xlm
"NN VBZ JJR POS NNS , VBD CD DT CC JJ RB . : UH PRP$ VB PRP `` ( ) RBR VBN VBG VBP TO RP IN WDT",xlm
"WRB TO VB NNS IN DT NN , CC : CD $ `` . JJ ( ) NNP # VBZ JJR VBP VBN POS FW RB VBG PRP MD JJS VBD WP PRP$",xlm
"NN NNS VBP DT IN CC . SYM : `` TO VB , RB JJ ( ) CD POS NNP VBD WP # $ VBG VBN",xlm
"NN VBG WP VBZ TO VB JJ POS `` DT SYM : VBD CD VBP NNP ) ( , CC . NNS RB IN EX JJR PRP WDT",xlm
"NNS VBD IN NN PRP VBP '' JJ : NNP DT , VBN CC . VBG ) ( VB RB `` # CD $ FW TO PRP$ WRB VBZ RP WDT WP UH JJR RBR JJS",xlm
"JJ NN : DT VBZ `` POS PRP VBP , WP JJS . CC '' IN VB NNS VBN ( ) VBG RP VBD TO PRP$ RB",xlm
"NNS VBD TO VB IN NN POS JJ , CC ( ) : DT CD $ JJR VBG . `` # RB MD NNP FW VBP VBZ PRP PRP$ RP",xlm
"DT NNS VBG IN NN POS CC , TO VB : CD VBP JJ . VBZ VBN `` ( ) RB UH WRB WP RBR RP VBD PRP NNP JJR",xlm
"DT NNS VBN IN NN PRP$ CC POS ( ) VBZ , . : TO VB RB CD JJ VBP PRP RBR VBG VBD WRB MD `` RP",xlm
"NN IN RB RBR `` DT , EX : VBZ PRP . JJ CC JJR VBP PRP$ TO WRB CD NNS VBN UH MD VB ) ( '' VBD # $ NNP SYM FW RP",xlm
"DT NN CD : NNS CC , VBZ WP JJS IN PRP . `` ( ) VB RB JJ NNP JJR VBD VBP VBG PRP$ WRB WDT RBR UH TO VBN RP",xlm
"JJ NNS IN FW DT CD : NN JJS NNP VBD , VBP TO VB CC ( ) . VBZ VBN # `` POS RB WRB $ VBG RBR PRP EX WP RP JJR WDT MD PRP$",xlm
"NN VBD CD IN POS DT JJ CC SYM : . # NNS VBP , RB VBN VB `` TO ( ) EX PRP VBZ WRB MD VBG NNP JJR WDT",xlm
"DT NN IN MD RB VB JJ `` : CD $ NNP ) ( VBD . , CC # WRB VBZ VBN NNS VBP TO PRP RBR VBG POS WP RP WDT",xlm
"JJ NN VBZ RB : CC PRP RBR IN DT VBP , . `` POS ) ( NNS NNP CD VB # $ VBG TO RP EX VBN JJS WP VBD",xlm
"JJ NNS MD RB VB NN , CC IN `` SYM : . UH NNP JJS DT VBZ VBG PRP WP VBD VBP VBN RP CD ( ) # TO",xlm
"DT NN VBZ NNS VBG IN TO VB . CC , WP : `` CD VBP JJ NNP VBD ( ) $ RB PRP VBN EX UH PRP$ WRB RBR WDT RP",xlm
"DT JJ NN VBZ VBG IN NNS . SYM : CD , FW TO CC ( ) VBP RB VBN PRP WRB `` POS RP WDT VB JJR MD WP NNP JJS PRP$ VBD",xlm
"WP VBZ VB IN NN DT RB . CD : CC JJ UH , `` ( ) PRP WRB VBG FW VBN NNS RBR JJR PRP$ VBP EX VBD TO JJS",xlm
"NN IN JJ VBZ PRP . CC RB DT POS , VBG : NNS `` ) ( VBD JJR RBR VBN WDT VBP TO VB WRB RP CD",xlm
"PRP$ JJ NN VBD NNS . PRP MD RB VB WP VBZ IN CC WRB VBP DT : CD , $ ) ( NNP `` POS TO VBN JJR JJS VBG",xlm
"WP VBZ NN '' NNS TO PRP ( ) `` JJ . CC WRB , : RB IN VBP POS DT CD RBR JJR VB UH PRP$ EX VBD VBN VBG RP WDT",xlm
"JJ NNS IN NN TO VB DT NNP : VBZ CD . # ( ) CC `` '' , FW $ VBD VBN EX RB MD PRP VBG WDT VBP PRP$ RBS RP",xlm
DT IN NN VBZ JJ NNS VBP CC RB VBG RBR EX TO VB PRP PRP$ VBD VBN WRB ) ( RP WP JJS JJR . :,xlm
"VBN TO PRP$ NNS , JJ VBG RB VB NN : CC IN NNP CD VBP . # $ `` ) ( VBZ DT VBD PRP WDT RBR WRB MD WP JJR RP EX JJS",xlm
"JJ NNS VBP PRP VBD NN IN VBG TO VB . CC , CD : RB JJR ) ( VBN RP `` NNP # DT VBZ POS",xlm
"NN VBZ IN TO VB DT NNS VBP `` JJ : CD $ . NNP CC RB # VBD ) ( , JJR VBG",xlm
"NN VBZ RB DT , '' CC IN VBG . $ CD ) JJ : WRB VB PRP UH ( NNS `` NNP MD WP VBP PRP$ TO JJR VBD VBN RP RBR WDT # JJS",xlm
"WRB VB PRP JJ NN . POS NNS DT RB : SYM , CD $ VBP CC # VBD IN `` ( ) FW VBG NNP VBZ VBN JJR TO WDT MD RP RBR JJS WP PRP$",xlm
"NNS VBP , IN NN CC TO VB JJ : NNP VBZ CD JJR VBG ( ) . $ PRP VBD `` POS # DT FW JJS RB PDT WRB UH ''",xlm
"NN : MD PRP VB JJ TO IN DT . , RB CC RBR CD WRB WP EX VBZ VBP VBG NNS RP VBN VBD NNP UH PRP$ RBS WDT JJR FW",xlm
"JJ '' NN VBZ VBN CD : , . NNP CC `` ( ) VBP VB NNS IN RB VBD RBR PRP DT VBG FW JJR JJS RP TO",xlm
"NN NNS JJ IN TO VB NNP POS CC RB VBG , WDT VBZ WP VBP DT . SYM : CD VBD ( ) $ PRP `` # PDT UH PRP$ VBN RBR WRB",xlm
"NN DT POS JJ NNS VBD '' CC IN . VB `` : RB , TO FW NNP ( ) # $ CD WRB PRP VBZ VBP VBG RP WDT PRP$ VBN RBR JJS MD WP JJR",xlm
"VBG TO VB VBZ RBR JJ IN NNS , WRB RB MD CC NN . CD ) : VBN `` POS NNP # FW VBD ( DT JJS VBP RP",xlm
"NNS MD VB NN , CC WP VBZ IN VBP PRP . JJ RB DT WRB VBG TO ) ( VBD FW CD : PRP$ JJR RBR EX VBN JJS RP",xlm
"WRB JJ NN VBZ VBG DT SYM : CD , CC NNS VBP # IN VBD POS . VB ( ) TO $ NNP `` '' RP RB PRP PRP$ VBN RBR WP FW",xlm
"WP DT NN POS JJ NNS PRP IN # CD $ : TO CC , VBP NNP ) ( `` RB VBG . VB VBN VBZ WRB MD FW VBD '' RBR",xlm
"NN JJ : TO VB DT VBZ CC RB IN . , SYM NNP ( ) CD $ # VBD `` POS VBP NNS WP$ PRP PRP$ RP WRB VBG WP RBR VBN WDT FW '' JJR EX MD JJS",xlm
"NN : VBZ TO VB JJR IN DT JJ POS CD NNP CC NNS JJS , VBG ) ( VBN RB . # $ `` VBP WRB WP VBD PRP PRP$",xlm
"DT NN IN JJ : , CC RB `` CD '' POS . ) ( VB NNP VBD $ # NNS PRP VBZ VBP VBN RP PRP$ FW",xlm
"NN , VBG . DT IN JJ : NNS CC RB RBR VBZ WRB PRP VBD `` POS CD ) FW # ( NNP VBP JJS JJR VB RP EX VBN TO WP",xlm
"WRB NNS VBP VBN TO VB DT NN CC VBD RP WP IN , RB : # CD FW JJ ( ) VBZ . `` POS NNP $ SYM '' PRP JJR UH PRP$ VBG EX MD",xlm
"RB JJ NNS VBZ PRP$ NN TO VB DT IN . PRP CC , : `` '' NNP CD # ( ) VBD EX FW VBP WRB WP JJR VBG WDT RP RBR VBN",xlm
"NN VBD VBZ DT CC NNS IN POS JJS , CD : JJ NNP VBP # ( ) . $ `` RB VBG VB WRB VBN TO PRP JJR EX WDT RP RBS WP",xlm
"NN POS NNS VBP JJ IN CC WRB PRP$ VBZ RBS . VB CD ) : DT `` ( NNP VBD , # $ MD RB UH TO PRP FW JJS EX RP",xlm
"NN VB DT JJ IN NNS CC . `` CD VBP : POS , ( ) VBZ # $ VBD NNP RP RB PRP VBN RBR WRB VBG WDT WP MD TO RBS",xlm
"NN POS JJ NNS VBP DT IN , . CC CD : NNP VBZ ( ) # VBD JJR PRP RB VBG VB TO VBN WP RP JJS",xlm
"NN : DT NNP '' IN JJ , FW CD VBD ( ) VBZ CC VB $ `` NNS . # TO RB VBP VBG VBN POS WDT MD WRB PRP PRP$ WP RBR JJR JJS RP",xlm
"WRB PRP VBZ VBN : NN IN JJ POS , . CC DT TO `` VBD CD NNS VBP RB ) ( VB NNP $ VBG FW JJR WP RP",xlm
"RB NN IN DT NNP JJ CC VBZ : , EX VB `` POS WP PRP . MD RBR UH VBD VBP CD NNS VBG VBN RP WRB FW JJS",xlm
"CD IN DT NN POS : JJ VBZ VBG CC RB , PRP `` VBN . NNS UH PRP$ VB VBD JJR VBP RP EX WRB WP TO WDT RBR",xlm
"JJ NN IN WP MD VB TO CC DT , VBP : NNP CD `` POS ) ( . # PRP VBD $ NNS VBG RB VBZ PRP$ RP JJS",xlm
"CD NNS VBP VBN TO VB DT JJ . RB VBZ WRB : JJR RBR , CC JJS IN NN PRP$ VBD EX PRP WP$ WP '' ( ) `` NNP # $ UH WDT VBG RP",xlm
"NN CD : JJ POS NNS IN DT , VBP TO VB CC JJR NNP VBG VBZ `` . RB WRB WP PRP FW VBD VBN EX RBR WP$ PRP$ ) ( JJS MD RP",xlm
"DT JJ NN WP VBD , RB VBN CC NNS IN PRP NNP . UH VB PRP$ FW VBZ : ( ) `` POS # CD $ VBP TO WRB MD RBR VBG RP JJS",xlm
"VBZ DT JJ NN RB VBN . $ CD : UH , CC WRB NNP PRP VBG TO VB `` POS ) ( IN VBD FW VBP",xlm
"JJ NN VBZ VBP IN DT CC NNS , RB : `` . ) ( VBD CD NNP # TO VB VBN VBG $ PRP RBR UH PRP$ JJR JJS WP WRB",xlm
"WRB DT NN JJ VBZ IN PRP$ CC RB TO VB PRP WDT . , : EX VBP NNS CD `` VBD VBG NNP MD $ VBN JJS RP",xlm
"MD DT NN VB VBN IN NNS . WRB CC WP VBP JJR CD JJ : PRP VBZ , RB `` ( ) # $ NNP TO '' FW",xlm
"NN IN $ CD . DT JJ NNS VBP CC UH , RB : VBZ `` TO VBD ( ) VBN NNP # JJR EX VBG VB PRP RP WRB WDT WP FW WP$ PRP$ POS '' RBS",xlm
"IN NNP POS NN , WP VBZ DT . CD NNS : CC $ ) VBP RB ( JJ `` FW VBD # MD PRP VBN PRP$ TO VB",xlm
"DT RBS JJ NNS VBN TO VB NN IN CD . : NNP CC VBZ , VBP RB WP `` ( ) $ VBG PRP RBR VBD JJR RP WRB",xlm
"NN POS VBG JJ NNS IN DT . SYM : JJS , CD `` CC TO ) ( NNP VBD # VBZ $ VBP JJR RB EX PRP WRB VB RP VBN WP PRP$ FW",xlm
