,Title,Generation
914,"The Women Who Defied Boko Haram, and Survived","['The Women Who Defied Boko Haram, and Survived. \n "" i will not have you be a slave to me! "" she screamed at him as he walked away from her. she wasn\'t afraid of his strength ; it had been years since anyone dared defy her. but she would never let them do so again. \n * * * * * * * * \n "" we are in trouble here... "" \n - olumiji\'s diary entry : novgorod, year 1 \n my dearest daryas, \n i\'m sorry for your loss. your mother has told us all about how much pain she feels when you leave this world, leaving behind one great love that can only exist on earth. i know that you must go now, before things get worse. there is no time left to grieve over what happened to you. please remember that i loved you very deeply. if anything ever happens to me or to any other child, you may find yourself without an heir. if they take you from our family, then you shall die with honor and respect. \n farewell darymoth. \n yours forever \n m.o.d approved. home office approves. \n thank you for taking care of my daughter while i went through hell. i hope you enjoy reading it and will also keep up with the rest of my writing adventures. eotdelim chapter one \n "" come on, ari. wake up, baby girl. open those eyes. look around and see where you\'re going. "" rafe palazzo yelled as he shook ari awake. \n "" oh, hi daddy, "" she said sleepily. she looked down into the face of her father and smiled. her heart soared at seeing her real dad back, even though it felt like everything else in life seemed to fade away. she \'d missed him terribly. \n "" did something happen? why can\'t you talk anymore? "" \n "" yes, mom. i\'ve just realized that i really need some sleep right now. i think i might actually fall asleep and miss you, too. i \'ll try harder next week. i promise. "" \n "" okay. good night, sweetheart, "" her uncle said before kissing both cheeks. \n ari snuggled deeper under his arm until the warmth enveloped her completely. she could feel every muscle of his body against hers']"
915,The Weekly | Meet the Woman Who Outsmarted Boko Haram,"['The Weekly | Meet the Woman Who Outsmarted Boko Haram, and he was very pleased with her. \n "" i have a few questions for you about your wife\'s death, but first let me introduce myself to you. my name is marya joranum of mykonos, and this is my son kolak of karrazard, as well as two other brothers from our family line, the northern clan. we are here in search of some information on what happened that night at the festival. "" \n noal looked up from his book, looking puzzled by their presence. "" why would anyone want to kill us? it seems like an awful coincidence! how could they do something so horrible? "" \n lorel turned back around and continued reading. she shook her head sadly, shaking off the thoughts. "" there were no coincidences when i found out that one man had killed another. his brother, king ruzzell, took over leadership of the rebellion after his father died. they both refused to give him any power because they thought he \'d be too weak or corrupt to lead them anymore... which made sense since he didn\'t even know where to begin ruling. i\'m sorry ; i should\'ve told you sooner... "" \n the three boys exchanged glances before turning away again. \n "" anyway, if you\'re interested, you can join us at shawz\'s house tomorrow morning to discuss things. you \'ll find his place quite nice, just outside town. "" \n ruzz and zahra nodded vigorously. \n "" alright then.... thanks for coming, guys. we appreciate all your help. thank - you... everyone. "" \n chapter 16 \n my stomach churned violently. i felt nauseous and dizzy. i wanted nothing more than to go home, crawl into bed, and sleep until the day passed peacefully. however, i knew better. i needed to get going. \n so i stood and walked towards the door, not bothering to look behind me. the room seemed empty except for my friends\'belongings, including my own clothes. as i approached the exit, a hand grabbed mine. \n startled, i spun round. \n "" hey, rist! "" said judd, grinning widely. "" glad to see you got out alive. "" \n "" yeah, thanks. "" i']"
916,Opinion | How to Fix the Coronavirus Testing Mess in 7 Days,"['Opinion | How to Fix the Coronavirus Testing Mess in 7 Days. \n chapter 1 - the end of a life is near! eotdelim prologue : my father\'s death, august 12, 2012 \n i\'m sitting on top of an old wooden box that has been placed between two trees and covered with leaves so thick they look like black tar. it looks just as bad when you\'re standing under them because there are no branches or anything else for me to grab onto. but at least this way i can see where we\'ve landed. \n "" what do you think? "" nicholas asks from beside me. he sits down next to me, his legs stretched out in front of him as if he doesn\'t want anyone touching them. \n i shrug, looking up through the canopy above us at the sky filled with stars and moon shining brightly. "" honestly... i have no idea. "" i glance over at alex who seems lost in thought as well, staring off into space as though all the answers will appear soon enough. "" maybe we should go back home, "" i say softly. "" get away from here for awhile. find somewhere safe. someplace where none of our problems exist anymore. "" \n "" yeah, "" laylen agrees, leaning forward on one elbow and resting his head against the tree trunk. "" that sounds good. "" \n "" we could stay here forever, "" aislin says, her voice sounding sad and distant. she glances around nervously then leans toward me. "" i mean, wouldn\'t it be better than being stuck here forever? "" \n "" not really, "" i tell her truthfully. "" although, if things were different, maybe we \'d still live happily ever after instead of living forever. "" i pause, wondering why i said those words aloud ; whether i was actually thinking about the future or just trying to make myself feel more alive by saying something positive. "" besides, i guess the world might change eventually anyway. people die, right? "" \n laylen nods. "" yes and no. some vampires become immortal and others become soulless and emotionless, which makes it easier to deal with. "" \n "" i know, "" i mutter, shaking my head. "" sometimes i wish i didn\'t believe everything stephan told me. "" \n "" you never believed anything stephan tells you either. ""']"
917,Opinion | How to Fix the Coronavirus Testing Mess in 7 Days,"[""Opinion | How to Fix the Coronavirus Testing Mess in 7 Days. \n i'm going with you today, and if we're lucky it 'll be a good day for me. i've been working on this project since before my first year at mit, but now that i have some time off from work, i want to do something special. \n i know you probably think this is an incredibly selfish thing to ask of anyone else, especially someone like yourself who's already had so much pressure put upon her by your parents, but please try not to worry about anything too important or personal when it comes down to it. just make sure everyone knows what they are getting into here and keep them focused on their goals as quickly as possible. let us all go out there together and see where things take us next! \n sincerely yours, \n andy bain \n ps : thanks again for reading our book ; i hope it was fun. \n * * * * * * * * * * * * \n 139 elm park mansions. charlotte, nc 28262 \n july 20, 2010 - 0900 hours \n john m. kennedy, jr. \n president & ceo \n united states army intelligence service \n washington dc 20036 \n dear mr. jfk, \n thank goodness you called back yesterday afternoon and told me you were coming up the hill to meet me. i am delighted you didn't tell anybody about last night's events because it would have made for quite a story, one which could only lead to more controversy than usual. however, i can assure you that everything will turn around soon enough. \n i trust that you enjoyed the article? well then, i must say that i appreciate the opportunity to share these wonderful stories with you. \n sincerely, j. h. l. connally ( ret ) \n secretary of defense \n 2016 west 42nd street, new york city 10631 \n june 26, 2008 \n general george bush \n office of strategic services \n 2515 east 73rd ave \n d.c., ny 8305 \n dear sir, \n i understand that you received a letter from america regarding the assassination attempt on senator johnson's life earlier tonight at his home. he said that he knew nothing about it until recently. \n what happened after you read this note? \n brigadier general lee \n [ pause ] \n general,""]"
918,"With Coronavirus, It's Time to Declare a National Emergency - The New York Times","['With Coronavirus, It\'s Time to Declare a National Emergency - The New York Times. "" \n i didn\'t know what that meant but i was pretty sure it had something to do with my mom\'s death and all of this stuff about the disease being contagious. i could feel myself getting more agitated by the second. "" are you serious? why would they be calling me now if there is no epidemic yet? "" \n he shrugged his shoulders. "" well, we\'re not exactly in california anymore so maybe they were just trying to get your attention before the outbreak started... or maybe they want some kind of closure for their families... whatever. "" \n i shook my head at him. "" how can anyone possibly understand the importance of peace when everyone else has been through such hell? "" \n "" yeah right! you\'ve got ta admit though, your parents must have really loved each other. "" \n i sighed heavily as i thought back on our conversation earlier today. "" yes, i guess so. but dad always said she \'d never forgive herself if anything happened to her because she knew she needed to keep going. "" \n jared nodded sympathetically. "" i\'m sorry. i wish i could help them out with that too. "" \n i rolled my eyes again at the man who seemed to think nothing ever went according to plan. "" thanks. anyway, i need to go home and check on my mother, then meet up with nick and tyler. they \'ll probably still be here after school tomorrow since we left early yesterday morning. "" \n he stood from his chair. "" okay, let us give you two some privacy so you can talk. i should call nick and see where things stand. "" \n i followed jared into the kitchen while he called nick on his cell phone. \n "" hey nick, it\'s bryce. listen, i wanted to tell you something... uh... um, you guys might wanna come over tonight. i mean, it\'s late and everything but, umm, i ca nt wait until tomorrow night. i promise. "" \n nick laughed loudly. "" oh boy! sounds like fun. see ya later, dude. "" \n "" bye, bro. "" \n i hung up the receiver and looked around the room nervously. nick obviously liked having friends over and it made sense that he \'d invite them over']"
919,"With Coronavirus, It's Time to Declare a National Emergency - The New York Times","['With Coronavirus, It\'s Time to Declare a National Emergency - The New York Times. "" \n "" you\'re kidding! "" said nick. he wasn\'t sure if that meant no or yes. \n "" i\'m not joking. but we have to do something fast before they get here. and there\'s only one place where the cdc can be found. "" \n chapter twenty eight : the city of manhattan \n at 9:20 p.m. on wednesday morning in washington d.c., president castilla called his secretary, mrs. alice burgess from cia headquarters in langley, virginia. she had been briefed about what happened last night as well as her husband\'s death. \n "" mr. chairman? "" burgess asked after their brief conversation. "" are you certain this is wise? we\'ve never seen any evidence of an attack by terrorists outside the united states... unless... "" \n "" except for those reports, "" castilla replied grimly. "" which were accurate enough to make me believe that the lazarus movement has already attacked our country. the people who work under us must know better than anyone else how dangerous such attacks could become. "" \n "" then perhaps your decision should remain private until further notice. "" burgess hesitated. "" but the press will certainly want to talk to you. especially since the news report yesterday afternoon reported that someone tried to kill senator stevens. "" \n "" that might just happen. "" castilla nodded. "" but we \'ll need some sort of cover story soon. "" \n "" very good sir. i shall contact my staff immediately and arrange it. "" burgess ended the call and looked up expectantly into the oval office\'s empty interior. \n castilla smiled wryly. "" now that\'s more like it. "" \n * * * \n inside the white house, chief justice john hanson stood behind the desk in his usual black suit. he glanced around him nervously, trying to decide whether or not to go through security checks. finally deciding against it, he turned back toward the door leading out onto the marble foyer floor. \n "" all right, gentlemen, let\'s see what\'s going down, "" he announced briskly. "" what exactly did these two men say when you told them where the fbi offices are located? "" \n the head honcho shook his dark hair impatiently. "" nothing much, actually. just that they \'d heard rumors that the government']"
920,"Opinion | How Much Worse the Coronavirus Could Get, in Charts","['Opinion | How Much Worse the Coronavirus Could Get, in Charts and graphs. \n "" i\'m not sure if you\'re aware of this but there are some people who have been infected with it for decades. they\'ve had a lot more than one infection at any given time, which is why we don\'t bother to keep them under wraps anymore because that would be too risky. "" he paused as his eyes darted around us, looking for someone else to talk about. "" most of these patients were never treated, so it\'s hard enough keeping tabs on what happens here without having to worry about their families or friends getting sick. "" \n "" well, i guess i understand. "" i looked down at my hands, feeling like an idiot for being such a jerk earlier when she was talking about her family. "" so... where does all this leave me? am i supposed to go back home now? "" \n dr. michaels smiled sympathetically. "" no! that won\'t work either ; your body will react differently from yours. your mind will automatically reject everything around you and then it \'ll take over, making you feel overwhelmed by emotions. "" \n i nodded slowly, still trying to process his words. \n "" now let\'s start again, okay? "" dr. michaels said kindly, taking out another chart and placing it next to mine. "" first off, your brain cells can respond normally to stimuli from different places. since your blood pressure has dropped significantly during the last few days, your heart rate is elevated slightly and your pulse rates seem normal. "" \n my stomach sank into my feet as i realized just how low i \'d fallen. i felt dizzy and nauseous. \n "" second thing - i need to tell you something before you fall asleep. "" he leaned forward in his chair. "" your immune system has recently developed a severe case of hypertension disorder called ptsd. "" \n i frowned at him. "" why didn\'t anyone mention anything about this sooner? "" \n dr. jacobs shrugged. "" maybe because you were always so focused on school, studying for exams, etc.... "" he trailed off as his face turned serious once more. "" however, i think you should know that in order to survive, you must learn self control. "" \n i shook my head, confused. "" excuse me?']"
921,"Opinion | The Government Has Failed on Coronavirus, but There Is Still Time","['Opinion | The Government Has Failed on Coronavirus, but There Is Still Time to save them. "" \n "" how? we have no idea where they are or what\'s going on! i don\'t know anything about this stuff at all and if it was just a bunch of crazy people with some weird disease that killed everyone in our country then why would anyone want us dead? "" she asked, her voice rising as she spoke. \n he looked up from his work, looking into her eyes for only an instant before returning to the task at hand. "" because you\'re not human, my dear. you can be very dangerous when you choose to become one. now go get dressed so we may leave here. "" \n chapter twenty - five : the battle for freedom \n she had been sitting quietly watching him work his magic with the sword while she waited outside, waiting until he finished with whatever tasks were being done around him. after several minutes of silence, she finally decided it might be best if she left without saying goodbye. she didn\'t like leaving her friends behind and knew she could never live with herself knowing something bad happened to someone else. \n walking back out onto the deck, she saw caleb standing by his ship, staring off toward the horizon. \n "" caleb... "" she started to say. \n turning towards her, he smiled warmly. "" hi maya, glad you made it safely down the mountain. what took ya so long? "" \n "" oh, um, well i got caught in traffic and lost track of time. i guess i\'m sorry. "" \n "" yeah, me too, "" he said softly, running a finger over the hilt of the blade. "" come on inside. let me show ye somethin\'. "" taking hold of her arm, he led her through the cabin door, past their bunks, and across another room to a small table near the window overlooking lake superior. \n kneeling beside the chair, caleb pulled open the drawer next to it and removed two large leather bound books. handing one to her, he sat down opposite her and began flipping pages, pulling out sheets of paper and writing quickly. \n "" these will help explain everything, "" he told her, pointing to various sections of each page, explaining exactly what he needed them to understand. "" take your pick ; first,']"
922,Opinion | Itâs a MAGA Microbe Meltdown,"['Opinion | Itâ\x80\x99s a MAGA Microbe Meltdown. \n "" i\'m sorry, but you\'re going to have to come with me now! we need your help and it\'s not just the two of us here ; there are other people who want this too! "" she said as they reached an intersection where several cars were parked in front of them. \n "" what? why would anyone do that? "" he asked. "" this isn\'t like any crime scene i\'ve ever seen before! "" \n "" well, maybe it wasn\'t murder or something else, but these guys seem pretty intent on finding out if there really is someone alive inside! "" kaitlyn replied. \n "" let me see... "" tom looked at her for confirmation then turned back towards his car. "" okay, so what did happen after you got off work last night? "" \n "" nothing much. some guy came up behind me, grabbed my arm and started pulling me away from my friends. i tried kicking him and screaming, but all i could get out of him was\'stop!\'then suddenly i heard a loud bang and saw blood running down one side of my face. "" \n "" oh god no, please tell me you had more than a few cuts and bruises. "" \n "" yeah, i guess i must have hit him hard enough because he stopped. when i opened my eyes he was gone. "" \n "" wow! how long ago did that occur? "" \n "" about five minutes ago. "" \n "" are you sure? "" \n "" positive. "" \n "" okay, thanks. "" tom took her hand again and led her into another building. "" wait here while i go check things over with your friend. i \'ll be right back. "" \n tom walked around looking through doors and windows until he found what appeared to be the most secure room in the entire house. when he returned to find kaitlyn sitting cross - legged on the floor holding onto a small wooden box with her head bowed, tears streaming down both sides of her cheeks, he knelt beside her and gently touched her shoulder. \n "" hey, look at me. "" he whispered. kaitlyn raised her tear stained gaze to meet his and smiled softly. \n "" thank goodness, i thought i \'d lost you forever. "" \n ""']"
923,Opinion | Letâs Move Courts Online and Suspend Bail for Nonviolent Offenses,"['Opinion | Letâ\x80\x99s Move Courts Online and Suspend Bail for Nonviolent Offenses. \n "" i\'m sorry, but that\'s not going to happen, mr. messick! you have no proof of any wrongdoing in this case whatsoever... or the court will be forced into a decision based on your testimony.... "" \n crawley isn\'t listening anymore ; he just wants to get out there before judge watts can do anything else about it all. he turns back toward his witness, who has been standing at attention behind him with her arms crossed over her chest. she looks like an angry mother waiting for some child to answer a question, but crawley doesn\'t care what kind of reaction she might give - if one ever comes. \n "" objection overruled, dr. fowler. we \'ll take my word for it. "" \n crawley starts walking away from the lectern again when dr. gallo calls up, "" wait a minute, please? i \'d prefer to hear more of these questions, dr. burgess, "" then adds, looking directly at sarah, "" and i think it would help me understand how they were able to find someone willing to testify against their own witnesses without having them committed. "" \n campbell thinks for a moment. "" well, let\'s see, sir, first off, you said\'evidence\'was obtained by those people? "" \n "" yes. so? "" \n "" did anyone present that statement, or even use the words evidence and prosecution? "" \n "" no, mr. armand. why should anybody want to say such things? "" \n "" because, dr. fowler, there are two kinds of experts here : good ones and bad ones. "" \n "" okay, mr. baker, but what makes you believe that the jury believes the defendant didn\'t commit the crime? "" \n "" i know, i know. i\'ve read enough of that book. "" \n "" dr. fowler, we\'re talking about a very serious offense here. you can\'t simply dismiss something that happened yesterday. you must prove to us that the defense had nothing to do with the murder of senator jenkins. you need to show our client that it was done deliberately. otherwise, he could easily accuse himself and others of being guilty, including the governor. "" \n "" that sounds fair to me. "" \n "" you may also agree that the state didn\'t act alone']"
924,Opinion | Broadway Is Closed. Write Poems Instead.,"['Opinion | Broadway Is Closed. Write Poems Instead. \n i\'m not sure what you mean by "" play with fire, "" but it sounds good to me and the way things are going now, there\'s no reason for us both to be here anymore. i don\'t think we\'re even close enough to get along anyway. \n so, yeah... maybe that makes sense. if she was a writer, why would anyone want her? \n well, since this whole thing started, i\'ve been thinking about how much of an ass * * le my father really is. he does everything for his money, like always - never once has he ever done anything wrong or made any mistake in making people feel bad about themselves. i know he can\'t help himself ; he just loves doing all those stupid shit jobs he did before he met mom. \n sometimes when i look at him right now, i can see myself as a kid : sitting on the couch watching tv while dad works out. playing video games in front of the television. listening to music in stereo. eating dinner together every night after school because dad wants to make up. watching movies in bed because he knows that they \'ll turn into something else tomorrow night. \n he loved being a cop. he used to tell everyone in town that cops were dumb assholes who couldn\'t control their own dicks. he said cops had nothing better to worry about than having kids who \'d have them one day. but then again, most guys were idiots. \n except i guess i am kind of crazy. \n i wonder where my mother went. i hope she died soon. \n chapter twenty - six \n nastya \n josh doesn\'t answer his phone. i try calling back several times, but each time he ignores me and hangs up without answering. i walk around his house aimlessly until i find drew standing outside his door looking bored. i decide that drew should go home. \n "" hey! "" i say brightly when i reach him. he looks over at me and smiles. \n "" hi. sorry about yesterday. "" he shrugs and takes off down the hall toward the stairs. \n "" that sucks, man. "" i follow him and sit next to him on the floor. "" do you miss your family? "" i ask quietly. he nods. ""']"
925,The Rise and Fall of M.B.S.âs Digital Henchman,"['The Rise and Fall of M.B.S.â\x80\x99s Digital Henchman, he was a master at making sure that no one got in his way or broke any rules. \n "" i\'m not going to say it again! you\'re not getting out until we have this done. don\'t even think about trying anything stupid with me here - if there\'s anyone around who could help us, they \'d be dead already. understand? now get on your feet. let\'s go before someone sees what happened. "" she turned her back to him and walked away from the group. \n chapter 4 : a new life ( march 2014 ) \n after an hour of walking through a maze of tunnels, they finally reached their destination. the entrance was set into the side wall of the mountain. there were three large doors along its length ; each had two guards standing guard outside them. \n "" why are these guys guarding our exit? "" asked traiven as he looked over at shawn, then pointed toward the door. \n "" because they know we \'ll come through here eventually, so they\'ve been waiting for us since yesterday morning when we arrived. "" replied shawn while looking up at the ceiling above. \n "" well... okay.... but how did they find us? "" questioned traiven curiously. \n "" beats me, but i guess they must have known something was wrong. "" answered shawn. "" besides, they probably knew about my brother\'s death by accident. they may also be watching for other arcs. "" \n suddenly the elevator opened and several soldiers stepped inside. \n "" good evening sir. welcome aboard vana. "" said one soldier. \n "" thank you. "" responded traiven. "" where is everyone else? "" \n "" most likely still sleeping. "" stated another soldier. "" we took care of all those pesky humans earlier. "" \n "" yeah, right. "" muttered traiven sarcastically. \n the men entered the room and sat down in front of the desk ; which appeared like a computer console. the computers were connected wirelessly to various cables and wires throughout the building. \n "" hello gentlemen, "" began the first officer. "" please sit down. "" \n the officers seated themselves behind the desks and started typing furiously on the keyboard. \n "" excuse me sir. "" interrupted traiven as he approached the table. "" can i']"
926,Opinion | A Story From Inside the Coronavirusâ Early Whirlwinds,"['Opinion | A Story From Inside the Coronavirusâ\x80\x99 Early Whirlwinds of history. \n chapter 1 : "" what\'s your name? "" \n i was sitting on my bed, staring at the ceiling in front me as if it could answer for all those who had died. \n "" you\'re not going to die. "" \n there were no words left for that statement ; they wouldn\'t have been enough anyway because they didn\'t matter anymore - or maybe they never should\'ve mattered, but we \'d always known that, and now we knew why. \n a few days ago, i would\'ve said something like this about how much pain i felt when someone told me my parents\'deaths were inevitable. instead, i just sat with my head down, watching my feet move across the floor. \n "" don\'t cry, ara, please... don\'t be sad. "" david knelt beside my chair and took both hands into his own. he looked so young and vulnerable standing next to him, holding onto each other with such strength and love that it made tears well up again. "" let go. come back to us. "" \n "" i ca nt. "" i shook my arms loose and stood straight, looking right through them. "" i\'m sorry. "" \n "" shh! "" he held out one hand to stop any more outbursts, then gently pulled me toward him until our knees touched. "" don\'t say anything else. just know that everything will work itself out, okay? "" \n "" yeah. "" i nodded once. \n "" good girl. "" he kissed my forehead, letting go of mine only long enough to brush away some stray hair from my face before resuming his seat by the window. \n after several minutes passed without anyone saying another word, david turned around. "" are you ready to talk? "" \n i shrugged, folding myself against the headboard. \n "" look, i understand where you\'re coming from here, but it does make things easier for everyone involved if they get past it first. "" \n "" yes. "" i smiled weakly. "" thanks for understanding. "" \n "" it is hard to explain, though. i think it has nothing to do with being human. i mean, we can still see ourselves as humans and feel emotions sometimes, but we also sense the future - a lot better']"
927,Opinion | Theyâve Contained the Coronavirus. Hereâs How.,"['Opinion | Theyâ\x80\x99ve Contained the Coronavirus. Hereâ\x80\x99s How. "" \n "" but why? what did they do to her? "" asked joel, his voice rising in anger ; he was furious and not sure whyit should be so. \n "" i can only guess at that question because she is a woman who has been through much. her husband\'s death left her with an inveterate hatred for men who were too weak or undisciplined to fight back. hehad no choice buttokill them. she could have done this herself if shehadwanted to, but instead she chose notto. instead ofkilling them, however, she took care of their bodies. there are many things we must learn about women, young man. "" \n converse looked around him atthe two people standing by the door. one wassmall andthin, hiseyes moist from tears as ifhe \'d beencrying since leaving leifhelm\'s house. theother was tall, slender, dressed all in black like theothers except thatshe wore a long white tunic over trousers. both werestaring directly into each othereyes as theyspoke quietly together. \n "" you\'re right, "" said valerie softly. "" she wouldn\'t want us here now, but we can\'t stay either. it \'ll take time to get used to being alone again. i\'m sorry. "" \n "" me, too! "" cried joelsuddenly. "" i\'ve got ta go see my wife. she wants to know where i am, she says. "" \n "" okay, then. let\'s walk down to your car, "" saidval. "" it\'sbetter than walking back on foot. "" \n converse turned away fromthe window, looking out toward theairport, wondering whether he wouldever find hisway home again.<br / > eotdelim chapter 1 : the night before christmas eve \n it seemed impossible that such a beautiful day couldend up costing someone life. even when the snow fell relentlessly onnew year\'s eve, it still snowed heavily outside. no matter howhard anyone tried to convince themselves otherwise, everyone knew that the weather forecast was wrong. \n and yet, as usual, the cold wind blew across the city in perfect harmony withthe snowflakes falling ontop of everything else. \n the temperature dropped rapidly after']"
928,Opinion | We Need to Flatten the Curve. Trump and Fox Are Behind It.,"['Opinion | We Need to Flatten the Curve. Trump and Fox Are Behind It. "" \n "" you\'re right, but i\'m not sure what\'s going on with us now that they\'ve gone back into hiding. maybe this isn\'t a good idea after all? "" she asked. \n he nodded his head in agreement. "" yes. let me think about something for awhile longer before we go any further. if there was anything else... "" \n she sighed deeply, then shook her head at him. "" no, don\'t worry ; we \'ll be fine. i just want to get some sleep tonight. "" \n chapter seven : the next day \n the sun had set by the time jason returned from checking out of their hotel room in new york city. he \'d been in bed most of the night, unable to rest until finally getting up again to check out the latest developments in the investigation into the murder of charles manson. \n it seemed like an eternity since he \'d last slept, though it could have only been hours or days as he lay awake staring at the ceiling, trying desperately to come to terms with everything that had happened over the past few weeks. \n he knew how important these murders were to the people who worked here, and yet he felt so helpless. when he thought of how much trouble charles would cause if anyone found out about them, he wondered whether he should call someone. \n but then, he reminded himself, even if he did find somebody, charles probably already knows about them. but still, he decided to try anyway. \n he got dressed quickly and went downstairs where he waited outside in front of the lobby doors while several police cars pulled away. he watched through the glass as one patrol car drove off down the street, followed closely by another, both heading toward the hospital. \n it took almost two minutes for them to arrive, and jason sat waiting patiently, watching each vehicle pull into the parking lot. a minute later, he heard footsteps approaching, and charles stepped onto the sidewalk beside him. he looked around nervously. \n "" hey man! look out! "" he said excitedly, pointing across the road. \n jason turned to see three men standing there, blocking his view. he recognized the lead cop immediately. \n "" oh shit! "" jason exclaimed. "" i guess they know i\'m']"
929,The Mystery of the Missing Bus Riders,"['The Mystery of the Missing Bus Riders. \n "" i don\'t know what to say, "" she said finally, her voice sounding small and distant. "" it\'s not like you\'re my boyfriend or anything... but that does sound weird. "" \n he shrugged again, his face impassive as always. "" no big deal. just a friend who works at the station with me. we\'ve been friends since kindergarten. nothing more than that. "" \n her eyes widened slightly in surprise and then softened into something else entirely - something warm and sweet, which made him want to kiss her even harder. maybe because she was so damn beautiful and smart and sexy. and she \'d given up everything for him when they were kids for this one night. \n she reached out and touched his arm lightly. "" are there any other guys on your team? "" \n he shook his head. "" nope. i\'m pretty much alone right now. "" \n "" oh! well, good luck getting back here tonight. if anyone asks about us, tell them i went home early from work. "" \n he grinned, knowing exactly how much trouble he would be in once he got home. "" thanks, baby girl. see ya around. "" \n she gave an awkward wave before turning away. \n he watched until she disappeared behind the curtain of curtains before heading inside. he had a feeling it might take some time to get used to being around people, especially women. but he did have plenty of experience with girls who wanted to hang out. especially ones whose boyfriends probably thought they could hook up anytime they felt like it. \n the only problem was that, despite all the years spent together, he still found himself liking lori. and liked having her close by every minute of every day. \n chapter five \n lori had never known such happiness. ever. \n she knew how hard life must suck sometimes, especially after losing a parent and sister in such tragic circumstances. sure, she \'d lost both parents, too, but somehow it seemed impossible to lose someone you loved in that way. \n of course, that meant she also understood why grayson needed her help. \n she \'d heard rumors about men wanting their wives dead. women who were killed while trying to protect themselves. it sounded crazy, but she suspected']"
930,âAgnes of the Desertâ Joins Modernismâs Pantheon,"['â\x80\x98Agnes of the Desertâ\x80\x99 Joins Modernismâ\x80\x99s Pantheon. \n\'i\'ve got to get back,\'she says and heads for her car. \n chapter twenty - three : a new beginning ( year 1 ) \n it\'s not that he doesn\'t want me around ; it is just that there are times when we have an uncomfortable silence between us. it has been two weeks since my last visit with him in prison and although i am still very much alive, i do feel like he is avoiding me. i know what happened was horrible but at least now i can move on from this place where i\'m trapped by memories and guilt over being so close to his family, which were all good things until they became tainted by me. \n after several hours spent sitting outside waiting for someone else to come out of their house, i decide it would be best if i went home myself. i need some time away from here before i start feeling guilty about leaving my friends behind. besides, it will give them something constructive to think about while i\'m gone. \n i head straight into the kitchen where mum is making dinner. i make sure everything looks perfect then go upstairs to change clothes. once again, i find myself staring at myself in the mirror. \n i look ridiculous. i ca nt even remember how long ago i left my hair up, let alone why. i shake off thoughts of the past and concentrate instead on getting ready for school. \n * ~ * ~ * \n i take a deep breath and walk down to meet aiden in front of our building. i try not to stare too hard because it makes me nervous to see the expression on his face when he sees who i really am. \n i hear footsteps approaching and turn towards the sound. it takes only seconds for him to notice me standing next to the entrance to the hallway leading to the main doors. his eyes widen slightly, then narrow as soon as he notices my outfit. he knows exactly whom i am wearing today. \n "" you\'re going shopping? "" he asks suspiciously. \n i nod slowly. "" yeah. i thought maybe... well, i didn\'t expect you to show up this early. "" \n he lets out a sigh of relief. "" oh, okay. sorry i missed your first day. "" \n "" no']"
931,Donât Toss This Food Scrap (It Could Be Vastly Improving Your Dishes),"['Donâ\x80\x99t Toss This Food Scrap (It Could Be Vastly Improving Your Dishes) and i was going to take a shower. \n "" you\'re not leaving, are ya? "" he asked me. \n my eyes went back up the stairs, which were now empty of people but also filled with bodies that had been moved out so they wouldn\'t have room for all those who \'d come in. then again, if there really were more than one person here, it did seem like everyone else was gone. \n "" no, "" i answered. \n his hand came to rest on my hip as he said quietly, "" good. "" \n "" do we need anything from your house before dinner? "" i enquired. \n "" yeah, "" he replied immediately. \n well, that made sense. \n i nodded once then looked down at him. "" can i ask you something personal? "" \n he grinned and stated, "" sure thing. "" \n oh boy! \n "" what\'s happening between us... is it just sex or - "" \n "" nope, "" he cut off me. \n uh - huh. \n okay. \n whatever. \n "" um... how does it feel when someone touches you like that? "" i queried cautiously. \n he smiled. "" feels great. "" \n wow. that felt fantastic too. \n "" right, "" i whispered, feeling stupid because i knew that sounded lame. \n "" babe, you got ta know i\'m gon na kiss you tonight and you \'ll want to get home soon. "" \n i blinked and stared into his dark brown ones. \n then i breathed, "" pardon? "" \n "" tomorrow night after work, we go somewhere private where we talk about somethin\' important and you tell me everything about yourself. then, when we\'ve talked, we make love until both our minds are blank and you fall asleep. "" \n hmm. \n that seemed kind of sweet and nice too. \n "" sounds fun, honey, "" i told him softly. \n his smile turned wicked and i shivered. \n "" so, i think we should start talkin\'about somethin\' serious, "" he declared, moving away. "" get some sleep. "" \n i watched his long legs move across the floor as he walked toward the door. \n i stood staring at his retreating form thinking, yes']"
